Name,Age,Overall,Club,Value(£),Age_Group,Overall_Group,Log_Value,Age_Rating
O. Wójcik,-1.1051917671385443,-0.7926281531478189,Cracovia,-0.3079673327225141,15-20,51-60,-0.33507252002195426,-1.039651517057482
21 B. Sungur,-1.1051917671385443,-1.165946310390624,Fenerbahçe SK,-0.3143440267169533,15-20,51-60,-0.4115731906579046,-1.1612202746001516
21 Y. Fujiwara,-1.1051917671385443,-1.165946310390624,Urawa Red Diamonds,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-1.1612202746001516
22 J. Albert,1.2656566877880606,-0.29487061015741184,Clermont Foot 63,-0.3143440267169533,26-30,61-70,-0.4115731906579046,0.6330445357981395
21 F. Sasere,-0.24306505625614253,-0.9170675388954206,FC Lugano,-0.3079673327225141,21-25,51-60,-0.33507252002195426,-0.5758892197650756
C. Collins,-1.3207234448591447,-1.165946310390624,Mansfield Town,-0.32008305131194853,15-20,51-60,-0.49340317437419573,-1.2827890321428215
G. Mortensen,-1.1051917671385443,-1.2903856961382258,Lyngby BK,-0.32008305131194853,15-20,51-60,-0.49340317437419573,-1.2017431937810417
B. Kieliba,1.6967200432292615,-0.04599183866220832,Warta Poznań,-0.3079673327225141,31-35,61-70,-0.33507252002195426,1.0472788207583472
22 G. Țala,-1.5362551225797452,-1.4148250818858277,Gaz Metan Mediaş,-0.3226337289097242,15-20,51-60,-0.535062698500844,-1.476398534895962
22 T. Einaga,-1.1051917671385443,-1.0415069246430224,Kawasaki Frontale,-0.3079673327225141,15-20,51-60,-0.33507252002195426,-1.1206973554192619
G. Peralta,-0.458596733976743,-0.7926281531478189,Club Olimpia,-0.3015906387280749,21-25,51-60,-0.2695409539710692,-0.6546837848390281
21 I. González,2.7743784318322637,-0.5437493816526153,Zamora Fútbol Club,-0.3443144884908174,36-40,51-60,-1.2944241759210227,1.4322465529768011
M. Memet-Ali,-0.458596733976743,-1.663703853381031,Changchun Yatai FC,-0.34048847209415395,21-25,51-60,-1.038158027786432,-0.9856209581496289
Z. Steffen,0.8345933323468597,1.6961595618042162,Middlesbrough,0.8621560152570755,26-30,71-80,1.2105788563968356,1.3309392550245764
22 E. Ndizeye,-0.458596733976743,-0.4193099959050136,Yeni Malatyaspor,-0.2888372507391966,21-25,61-70,-0.16128908032288844,-0.5128535677059135
21 D. Haimerl,-1.3207234448591447,-0.9170675388954206,SpVgg Unterhaching,-0.3111556797197337,15-20,51-60,-0.37172724606153235,-1.206245740356696
22 J. Suárez,-1.1051917671385443,-0.9170675388954206,Academia Puerto Cabello,-0.3015906387280749,15-20,51-60,-0.2695409539710692,-1.0801744362383718
21 E. Gouldbourne,-1.3207234448591447,-2.0370220106238364,Tranmere Rovers,-0.33411177809971476,15-20,40-50,-0.791332117557433,-1.55069055339426
21 S. Mroczko,-0.889660089417944,-0.9170675388954206,Podbeskidzie Bielsko-Biała,-0.3079673327225141,15-20,51-60,-0.33507252002195426,-0.9541031321200478
22 R. Curescu,-0.889660089417944,-1.2903856961382258,Campionii FC Arges,-0.3188077125130607,15-20,51-60,-0.4739134618289976,-1.082425709526199
21 R. Taylor,-0.889660089417944,-0.7926281531478189,Southend United,-0.3079673327225141,15-20,51-60,-0.33507252002195426,-0.9113289396513308
F. Al Harbi,0.40352997690565884,-0.5437493816526153,Al Fateh,-0.3111556797197337,26-30,51-60,-0.37172724606153235,-0.028829810823062036
E. Singh,-0.889660089417944,-1.9125826248762348,ATK Mohun Bagan FC,-0.33538711689860257,15-20,40-50,-0.831177854001312,-1.2962966718697846
20 I. Pata,-1.1051917671385443,-1.165946310390624,Huddersfield Town,-0.3328364393008269,15-20,51-60,-0.7546775676470612,-1.1612202746001516
Zheng Shengxiong,-0.027533378535542063,-1.5392644676334295,Guangzhou FC,-0.33793779449637823,21-25,51-60,-0.9230722825322871,-0.7087143437468812
K. Ferdinand,-1.1051917671385443,-1.4148250818858277,Club de Foot Montréal,-0.3251844065074999,15-20,51-60,-0.5808947953864223,-1.2422661129619315
A. Thorsen,-0.889660089417944,-1.165946310390624,Strømsgodset IF,-0.3143440267169533,15-20,51-60,-0.4115731906579046,-1.039651517057482
N. Markanich,-0.24306505625614253,-1.165946310390624,FC Cincinnati,-0.3213583901108364,21-25,51-60,-0.5137593717331375,-0.674945244429473
O. Fobassam,-0.889660089417944,-0.4193099959050136,SpVgg Greuther Fürth,-0.2792722097475378,15-20,61-70,-0.09415345947145214,-0.7830063622451794
N. Adjei,-0.889660089417944,-1.0415069246430224,Hammarby IF,-0.3143440267169533,15-20,51-60,-0.4115731906579046,-0.996877324588765
M. Nasti,-1.1051917671385443,-1.4148250818858277,Cosenza,-0.3251844065074999,15-20,51-60,-0.5808947953864223,-1.2422661129619315
I. Fray,-0.889660089417944,-0.9170675388954206,Inter Miami CF,-0.3047789857252945,15-20,51-60,-0.30113553636161294,-0.9541031321200478
F. Abiuso,-0.889660089417944,-0.9170675388954206,Modena,-0.3047789857252945,15-20,51-60,-0.30113553636161294,-0.9541031321200478
22 D. Keramitsis,-1.3207234448591447,-0.17043122440981007,Roma,-0.23144700478924393,15-20,61-70,0.143918528775923,-0.97661586499832
22 N. Dias,-0.24306505625614253,-2.0370220106238364,FC Goa,-0.33793779449637823,21-25,40-50,-0.9230722825322871,-1.0216413307548644
J. van der Meer,-0.6741284116973434,-0.17043122440981007,SC Cambuur,-0.2442003927781223,21-25,61-70,0.09152538977221614,-0.5578790334624578
21 T. Herr,-0.889660089417944,-1.165946310390624,1. FC Saarbrücken,-0.32008305131194853,15-20,51-60,-0.49340317437419573,-1.039651517057482
22 J. Swibel,-0.24306505625614253,-1.4148250818858277,Western Sydney Wanderers,-0.3264597453063877,21-25,51-60,-0.6056542628238447,-0.7740012690938706
21 T. Wilson,-1.1051917671385443,-1.663703853381031,Carlisle United,-0.3366624556974904,15-20,51-60,-0.8748238837290031,-1.3233119513237113
22 J. Henke,-0.6741284116973434,-0.7926281531478189,SC Paderborn 07,-0.3079673327225141,21-25,51-60,-0.33507252002195426,-0.7830063622451794
J. Gaines,-0.889660089417944,-1.2903856961382258,Los Angeles FC,-0.3226337289097242,15-20,51-60,-0.535062698500844,-1.082425709526199
21 T. Boczek,1.481188365508661,-0.6681887674002172,Warta Poznań,-0.3277350841052756,31-35,51-60,-0.6318292985514127,0.5677576104511503
22 T. Rier,-0.458596733976743,-0.7926281531478189,SC Cambuur,-0.3111556797197337,21-25,51-60,-0.37172724606153235,-0.6546837848390281
22 N. Al Areefi,-0.889660089417944,-1.2903856961382258,Al Tai,-0.3226337289097242,15-20,51-60,-0.535062698500844,-1.082425709526199
M. Weidel,-1.3207234448591447,-1.2903856961382258,Kristiansund BK,-0.3111556797197337,15-20,51-60,-0.37172724606153235,-1.321060678035884
K. Oduroh,-0.889660089417944,-1.165946310390624,Derby County,-0.3143440267169533,15-20,51-60,-0.4115731906579046,-1.039651517057482
F. Trpcevski,-0.889660089417944,-1.165946310390624,BK Häcken,-0.3143440267169533,15-20,51-60,-0.4115731906579046,-1.039651517057482
21 J. Arancibia,-1.1051917671385443,-1.663703853381031,Audax Italiano,-0.3366624556974904,15-20,51-60,-0.8748238837290031,-1.3233119513237113
22 Wu Xingyu,-0.458596733976743,-2.0370220106238364,Shenzhen FC,-0.34048847209415395,21-25,40-50,-1.038158027786432,-1.1274511752827434
21 K. Kıra,-0.458596733976743,-0.7926281531478189,Gençlerbirliği SK,-0.3111556797197337,21-25,51-60,-0.37172724606153235,-0.6546837848390281
22 Yoon Suk Ju,-0.889660089417944,-1.788143239128633,Pohang Steelers,-0.33538711689860257,15-20,40-50,-0.831177854001312,-1.2535224794010675
22 M. Al Nakhilan,-0.889660089417944,-1.4148250818858277,Al Faisaly,-0.32390906770861205,15-20,51-60,-0.5574056096128817,-1.1251999019949164
T. Atallah,-0.889660089417944,-0.7926281531478189,FC Girondins de Bordeaux,-0.2984022917308553,15-20,51-60,-0.23998619065695634,-0.9113289396513308
O. Bevan,-1.1051917671385443,-1.0415069246430224,AFC Bournemouth,-0.3143440267169533,15-20,51-60,-0.4115731906579046,-1.1206973554192619
Carlos Martínez,2.7743784318322637,-0.7926281531478189,FC Andorra,-0.34176381089304175,36-40,51-60,-1.1087488652338395,1.2701548762532417
22 M. Bardell,-1.1051917671385443,-1.2903856961382258,Derby County,-0.3226337289097242,15-20,51-60,-0.535062698500844,-1.2017431937810417
22 N. Raj,-0.6741284116973434,-1.5392644676334295,Odisha FC,-0.3328364393008269,21-25,51-60,-0.7546775676470612,-1.0531591567844454
22 Ș. Bodișteanu,-1.1051917671385443,-0.9170675388954206,FC Farul Constanța,-0.3047789857252945,15-20,51-60,-0.30113553636161294,-1.0801744362383718
22 Y. Matsumura,-0.6741284116973434,-0.5437493816526153,Kashima Antlers,-0.285648903741977,21-25,51-60,-0.1377998222433822,-0.6929554307320908
22 H. Fox,-1.5362551225797452,-1.2903856961382258,Swindon Town,-0.32390906770861205,15-20,51-60,-0.5574056096128817,-1.4403781622907266
22 Wang Jianwen,2.1277833986704624,-1.9125826248762348,Qingdao FC,-0.3455898272897053,31-35,40-50,-1.4261617968777376,0.2165589775501045
22 S. Hopeau,-0.24306505625614253,-1.0415069246430224,Seattle Sounders FC,-0.3143440267169533,21-25,51-60,-0.4115731906579046,-0.6254172320972743
21 R. Al Marshoud,-0.458596733976743,-1.5392644676334295,Al Raed,-0.3315611005019391,21-25,51-60,-0.7207407349547372,-0.9383442191052573
22 H. Maie,-1.1051917671385443,-0.9170675388954206,Kashiwa Reysol,-0.3015906387280749,15-20,51-60,-0.2695409539710692,-1.0801744362383718
22 R. Nolan,-0.24306505625614253,-0.5437493816526153,Northampton Town,-0.29521394473363577,21-25,51-60,-0.21222375361945808,-0.4273051827684793
21 P. McGregor,-0.889660089417944,-1.4148250818858277,Djurgårdens IF,-0.3277350841052756,15-20,51-60,-0.6318292985514127,-1.1251999019949164
D. Livaković,0.8345933323468597,2.0694777190470215,Dinamo Zagreb,2.2650286940336954,26-30,81-90,1.5627964621307886,1.513292391338581
Bernardo Vilar,0.1879982991850584,-0.6681887674002172,IFK Värnamo,-0.29521394473363577,21-25,51-60,-0.21222375361945808,-0.21568549371272097
J. Cillessen,2.1277833986704624,2.0694777190470215,N.E.C. Nijmegen,0.5433213155351164,31-35,81-90,1.0707320732581957,2.5939035694956445
22 K. Elliott,-0.6741284116973434,-1.165946310390624,Huddersfield Town,-0.31753237371417287,21-25,51-60,-0.45521947016829883,-0.9180827595148124
22 W. Lalnunfela,0.40352997690565884,-1.2903856961382258,NorthEast United FC,-0.33411177809971476,26-30,51-60,-0.791332117557433,-0.36652080399714443
J. Butland,1.2656566877880606,1.1984020188138091,Crystal Palace,-0.0815946959199232,26-30,71-80,0.5193836276962386,1.4164876399620108
21 B. Curville,-0.458596733976743,-0.6681887674002172,Macarthur FC,-0.29521394473363577,21-25,51-60,-0.21222375361945808,-0.6074070457946565
22 L. Khoury,-0.6741284116973434,-1.5392644676334295,Central Coast Mariners,-0.3315611005019391,21-25,51-60,-0.7207407349547372,-1.0531591567844454
O. Wallin,-0.6741284116973434,-1.0415069246430224,Degerfors IF,-0.31753237371417287,21-25,51-60,-0.45521947016829883,-0.873057293758268
I. Baldé,-0.889660089417944,-0.5437493816526153,Racing Club de Lens,-0.285648903741977,15-20,51-60,-0.1377998222433822,-0.8257805547138966
21 R. Omori,-1.3207234448591447,-0.9170675388954206,FC Tokyo,-0.3079673327225141,15-20,51-60,-0.33507252002195426,-1.206245740356696
I. Camara,0.1879982991850584,-0.6681887674002172,Dijon FCO,-0.3079673327225141,21-25,51-60,-0.33507252002195426,-0.21568549371272097
M. Hussein,-0.6741284116973434,-1.2903856961382258,Crawley Town,-0.3328364393008269,21-25,51-60,-0.7546775676470612,-0.9631082252713568
22 Zhang Yujun,-0.889660089417944,-2.161461396371438,Hebei FC,-0.3366624556974904,15-20,40-50,-0.8748238837290031,-1.381845056807219
S. Pereira,0.1879982991850584,-1.4148250818858277,FC Goa,-0.33028576170305124,21-25,51-60,-0.6891462834032352,-0.5398688471598401
22 B. Mensah,-1.1051917671385443,-1.663703853381031,Peterborough United,-0.33538711689860257,15-20,51-60,-0.831177854001312,-1.3233119513237113
22 T. Berdayes,-0.889660089417944,-1.165946310390624,FC Sion,-0.32008305131194853,15-20,51-60,-0.49340317437419573,-1.039651517057482
20 E. Hernández,-0.458596733976743,-0.6681887674002172,Jaguares de Córdoba Fútbol Club,-0.3277350841052756,21-25,51-60,-0.6318292985514127,-0.6074070457946565
P. Ndiaye,0.1879982991850584,-0.04599183866220832,SC Rheindorf Altach,-0.2760838627503182,21-25,61-70,-0.07379720781153572,0.05446730082654496
G. Borrelli,-0.24306505625614253,-0.6681887674002172,Frosinone,-0.2920255977364162,21-25,51-60,-0.18604862810024175,-0.476833195100678
22 Wan Yu,-0.889660089417944,-2.0370220106238364,Dalian Professional Football Club,-0.3366624556974904,15-20,40-50,-0.8748238837290031,-1.3390708643385019
22 T. Nixon,-1.1051917671385443,-1.2903856961382258,Hull City,-0.32008305131194853,15-20,51-60,-0.49340317437419573,-1.2017431937810417
C. Kendall,-0.458596733976743,-1.4148250818858277,Lincoln City,-0.3264597453063877,21-25,51-60,-0.6056542628238447,-0.8910674800608858
22 Zhang Wenxuan,-1.5362551225797452,-2.4103401678666416,Guangzhou FC,-0.33538711689860257,15-20,40-50,-0.831177854001312,-1.7645615157378456
22 S. Adeniran,-0.24306505625614253,-1.0415069246430224,Seattle Sounders FC,-0.3143440267169533,21-25,51-60,-0.4115731906579046,-0.6254172320972743
A. George,-0.889660089417944,-1.4148250818858277,Birmingham City,-0.3226337289097242,15-20,51-60,-0.535062698500844,-1.1251999019949164
22 H. Nee,-1.1051917671385443,-1.165946310390624,Coventry City,-0.3143440267169533,15-20,51-60,-0.4115731906579046,-1.1612202746001516
Li Yang,0.1879982991850584,-0.5437493816526153,Guangzhou FC,-0.3111556797197337,21-25,51-60,-0.37172724606153235,-0.16165493480486778
22 M. Cvjetinovic,-1.3207234448591447,-0.9170675388954206,FC Viktoria 1889 Berlin,-0.3111556797197337,15-20,51-60,-0.37172724606153235,-1.206245740356696
22 A. Anderson,-0.6741284116973434,-0.7926281531478189,Melbourne Victory,-0.3111556797197337,21-25,51-60,-0.37172724606153235,-0.7830063622451794
22 Lucas Monzón,-1.1051917671385443,-0.6681887674002172,New York Red Bulls,-0.2984022917308553,15-20,51-60,-0.23998619065695634,-0.9991285978765921
C. Mutawe,-0.458596733976743,-1.4148250818858277,Drogheda United,-0.3366624556974904,21-25,51-60,-0.8748238837290031,-0.8910674800608858
S. Kapuadi,0.1879982991850584,0.07844754708539343,Wisła Płock,-0.2473887397753419,21-25,61-70,0.0774338007220911,0.10849785973439814
S. Sabetkar,0.8345933323468597,-0.29487061015741184,Degerfors IF,-0.3015906387280749,26-30,61-70,-0.2695409539710692,0.3583891946832191
V. Andersson,0.8345933323468597,-1.165946310390624,IFK Värnamo,-0.3328364393008269,26-30,51-60,-0.7546775676470612,-0.0671014567161247
L. D'Cunha,0.1879982991850584,-1.4148250818858277,FC Goa,-0.33411177809971476,21-25,51-60,-0.791332117557433,-0.5398688471598401
A. Gajgier,-1.1051917671385443,-1.165946310390624,Radomiak Radom,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-1.1612202746001516
21 R. Andía,-0.24306505625614253,-0.9170675388954206,Club Atlético Grau,-0.3111556797197337,21-25,51-60,-0.37172724606153235,-0.5758892197650756
A. Marsh,-0.889660089417944,-1.165946310390624,Barnsley,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-1.039651517057482
22 A. Cassaert,-0.6741284116973434,-0.7926281531478189,KSV Cercle Brugge,-0.3079673327225141,21-25,51-60,-0.33507252002195426,-0.7830063622451794
M. Šulek,0.1879982991850584,-0.29487061015741184,Wisła Płock,-0.2888372507391966,21-25,61-70,-0.16128908032288844,-0.053593816989161415
22 N. Machado,0.1879982991850584,-0.9170675388954206,Centro Atlético Fénix,-0.3213583901108364,21-25,51-60,-0.5137593717331375,-0.3237466115284273
22 R. Akbib,-0.6741284116973434,-0.7926281531478189,Royal Charleroi S.C.,-0.3015906387280749,21-25,51-60,-0.2695409539710692,-0.7830063622451794
E. Koyuncu,-1.5362551225797452,-0.9170675388954206,İstanbul Başakşehir FK,-0.3079673327225141,15-20,51-60,-0.33507252002195426,-1.33231704447502
N. Saintini,-0.24306505625614253,-0.9170675388954206,FC Sion,-0.3111556797197337,21-25,51-60,-0.37172724606153235,-0.5758892197650756
G. Richard,-0.889660089417944,-0.7926281531478189,FC Sion,-0.3015906387280749,15-20,51-60,-0.2695409539710692,-0.9113289396513308
22 H. Holgersson,-0.458596733976743,-1.4148250818858277,Mjällby AIF,-0.32390906770861205,21-25,51-60,-0.5574056096128817,-0.8910674800608858
A. Larsson,-1.1051917671385443,-1.165946310390624,GIF Sundsvall,-0.3143440267169533,15-20,51-60,-0.4115731906579046,-1.1612202746001516
22 D. Moss,-0.6741284116973434,-0.9170675388954206,Leyton Orient,-0.31753237371417287,21-25,51-60,-0.45521947016829883,-0.8280318280017237
21 Franklin Mascote,-0.027533378535542063,-0.9170675388954206,Club Always Ready,-0.3277350841052756,21-25,51-60,-0.6318292985514127,-0.44981791564675144
22 B. Montaño,-0.889660089417944,-0.5437493816526153,Deportivo Cali,-0.2920255977364162,15-20,51-60,-0.18604862810024175,-0.8257805547138966
22 M. Henry,-1.3207234448591447,-1.4148250818858277,Bolton Wanderers,-0.3264597453063877,15-20,51-60,-0.6056542628238447,-1.3593323239289468
21 R. Arrasco,-0.027533378535542063,-1.165946310390624,Club Atlético Grau,-0.3290104229041634,21-25,51-60,-0.6595916345733557,-0.5533764868868034
22 M. Brasil,-0.24306505625614253,-0.17043122440981007,Cerro Largo Fútbol Club,-0.2442003927781223,21-25,61-70,0.09152538977221614,-0.278721145771883
21 G. Dobrovoljc,0.8345933323468597,-0.5437493816526153,Fatih Karagümrük S.K.,-0.31753237371417287,26-30,51-60,-0.45521947016829883,0.23682043714054946
22 Gui Zihan,-1.1051917671385443,-1.9125826248762348,Tianjin Jinmen Tiger FC,-0.33538711689860257,15-20,40-50,-0.831177854001312,-1.404357789685491
21 B. Hough,-1.3207234448591447,-2.0370220106238364,Oldham Athletic,-0.3328364393008269,15-20,40-50,-0.7546775676470612,-1.55069055339426
21 U. Ünlü,-1.3207234448591447,-1.2903856961382258,FC Würzburger Kickers,-0.3143440267169533,15-20,51-60,-0.4115731906579046,-1.321060678035884
22 L. Nikolai,-1.1051917671385443,-1.2903856961382258,MSV Duisburg,-0.3226337289097242,15-20,51-60,-0.535062698500844,-1.2017431937810417
22 C. Kiernan,-0.889660089417944,-1.4148250818858277,Bohemian FC,-0.3226337289097242,15-20,51-60,-0.535062698500844,-1.1251999019949164
D. Nelik,-0.458596733976743,-0.7926281531478189,Antalyaspor,-0.3047789857252945,21-25,51-60,-0.30113553636161294,-0.6546837848390281
21 H. Hopper,-0.889660089417944,-1.663703853381031,Rochdale,-0.33411177809971476,15-20,51-60,-0.791332117557433,-1.2107482869323505
22 Lalkhawpuimawia,1.2656566877880606,-1.663703853381031,NorthEast United FC,-0.3436768190913735,26-30,51-60,-1.2404877581872578,-0.08511164301874244
21 A. Ajdini,-0.6741284116973434,-1.4148250818858277,Servette FC,-0.3277350841052756,21-25,51-60,-0.6318292985514127,-1.008133691027901
22 A. Denholm,-1.3207234448591447,-1.4148250818858277,Heart of Midlothian,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-1.3593323239289468
21 S. Gollnack,-1.1051917671385443,-1.0415069246430224,SG Dynamo Dresden,-0.3111556797197337,15-20,51-60,-0.37172724606153235,-1.1206973554192619
20 N. Solabarrieta,-0.24306505625614253,-0.9170675388954206,Club Deportivo Palestino,-0.3328364393008269,21-25,51-60,-0.7546775676470612,-0.5758892197650756
V. Molchan,-0.458596733976743,-0.6681887674002172,Stade Malherbe Caen,-0.29521394473363577,21-25,51-60,-0.21222375361945808,-0.6074070457946565
J. Mullins,-1.3207234448591447,-1.165946310390624,Bohemian FC,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-1.2827890321428215
21 M. Di Rosa,-0.458596733976743,-1.0415069246430224,Toronto FC,-0.3143440267169533,21-25,51-60,-0.4115731906579046,-0.7492372629277712
22 S. Fishburn,-1.3207234448591447,-1.0415069246430224,Carlisle United,-0.3111556797197337,15-20,51-60,-0.37172724606153235,-1.2445173862497587
22 J. Anasmo,-0.889660089417944,-1.4148250818858277,Perth Glory,-0.3251844065074999,15-20,51-60,-0.5808947953864223,-1.1251999019949164
21 Huang Wenzhuo,-0.458596733976743,-2.0370220106238364,Shanghai Port FC,-0.34048847209415395,21-25,40-50,-1.038158027786432,-1.1274511752827434
22 D. Gomes,-0.027533378535542063,-1.5392644676334295,SC East Bengal FC,-0.33538711689860257,21-25,51-60,-0.831177854001312,-0.7087143437468812
22 Roh Gyeong Ho,-0.6741284116973434,-1.788143239128633,Pohang Steelers,-0.3366624556974904,21-25,40-50,-0.8748238837290031,-1.143210088297534
W. Szczęsny,1.912251720949862,2.816114033532632,Juventus,3.922969132587882,31-35,81-90,1.7877007264676392,2.8460461777322927
22 N. König,-1.1051917671385443,-0.5437493816526153,TSG Hoffenheim,-0.2792722097475378,15-20,51-60,-0.09415345947145214,-0.9586056786957022
Fan Hengbo,-0.24306505625614253,-1.165946310390624,Guangzhou FC,-0.3213583901108364,21-25,51-60,-0.5137593717331375,-0.674945244429473
A. Mlinaric,-0.6741284116973434,-0.7926281531478189,Brisbane Roar,-0.3079673327225141,21-25,51-60,-0.33507252002195426,-0.7830063622451794
E. N'Jo,-1.1051917671385443,-0.7926281531478189,ESTAC Troyes,-0.3047789857252945,15-20,51-60,-0.30113553636161294,-1.039651517057482
20 Lee Jong Wook,-0.6741284116973434,-1.2903856961382258,Incheon United FC,-0.3366624556974904,21-25,51-60,-0.8748238837290031,-0.9631082252713568
21 G. Chanchamire,0.40352997690565884,-0.4193099959050136,Llaneros de Guanare Escuela de Fútbol,-0.3111556797197337,26-30,61-70,-0.37172724606153235,0.027452021372618367
I. Gariglio,0.1879982991850584,-0.4193099959050136,Arsenal de Sarandí,-0.2920255977364162,21-25,61-70,-0.18604862810024175,-0.1076243758970146
B. Johnsplass,-1.1051917671385443,-1.165946310390624,FK Bodø/Glimt,-0.31753237371417287,15-20,51-60,-0.45521947016829883,-1.1612202746001516
20 D. Barraza,-0.889660089417944,-0.7926281531478189,Cruz Azul,-0.33028576170305124,15-20,51-60,-0.6891462834032352,-0.9113289396513308
16 B. Hirst,-1.3207234448591447,-1.5392644676334295,York City,-0.3430391496919296,15-20,51-60,-1.192239868191276,-1.3976039698220095
E. Centeno,-0.6741284116973434,-1.2903856961382258,Atlanta United,-0.32390906770861205,21-25,51-60,-0.5574056096128817,-0.9631082252713568
21 M. Sipahioğlu,-1.1051917671385443,-0.6681887674002172,MKE Ankaragücü,-0.2920255977364162,15-20,51-60,-0.18604862810024175,-0.9991285978765921
22 Ren Lihao,-0.6741284116973434,-1.5392644676334295,Shanghai Port FC,-0.3328364393008269,21-25,51-60,-0.7546775676470612,-1.0531591567844454
20 Jung Sang Gyu,-0.6741284116973434,-1.2903856961382258,Jeju United FC,-0.3392131332952661,21-25,51-60,-0.9770093362727953,-0.9631082252713568
22 A. Bredahl,-1.1051917671385443,-1.4148250818858277,FC Nordsjælland,-0.3251844065074999,15-20,51-60,-0.5808947953864223,-1.2422661129619315
21 J. Tolinsson,-1.3207234448591447,-0.4193099959050136,IFK Göteborg,-0.2888372507391966,15-20,61-70,-0.16128908032288844,-1.0531591567844454
22 J. Burton,-0.889660089417944,-1.165946310390624,Tranmere Rovers,-0.3290104229041634,15-20,51-60,-0.6595916345733557,-1.039651517057482
22 J. Vermaning,-0.889660089417944,-0.7926281531478189,PEC Zwolle,-0.3079673327225141,15-20,51-60,-0.33507252002195426,-0.9113289396513308
18 J. Boyle,-0.889660089417944,-1.4148250818858277,Huddersfield Town,-0.33538711689860257,15-20,51-60,-0.831177854001312,-1.1251999019949164
22 Woo Byeong Chul,-0.6741284116973434,-1.5392644676334295,Gangwon FC,-0.3328364393008269,21-25,51-60,-0.7546775676470612,-1.0531591567844454
22 R. Aimol,-0.458596733976743,-1.788143239128633,Chennaiyin FC,-0.33538711689860257,21-25,40-50,-0.831177854001312,-1.0328976971940005
22 L. Robles,-0.6741284116973434,-0.4193099959050136,Unión La Calera,-0.285648903741977,21-25,61-70,-0.1377998222433822,-0.6479299649755464
08 Joao Moreira,-0.24306505625614253,0.4517657043281987,CD Nacional,-0.3494158436863688,21-25,61-70,-6.1470699070995485,-0.03108108411088925
T. Aksu,0.1879982991850584,-0.7926281531478189,İstanbulspor,-0.3188077125130607,21-25,51-60,-0.4739134618289976,-0.26971605262057413
22 S. Hogervorst,-1.1051917671385443,-0.6681887674002172,Fortuna Sittard,-0.2920255977364162,15-20,51-60,-0.18604862810024175,-0.9991285978765921
S. Lawton,-1.1051917671385443,-1.4148250818858277,Crewe Alexandra,-0.3264597453063877,15-20,51-60,-0.6056542628238447,-1.2422661129619315
20 B. Ortiz,-0.6741284116973434,-1.2903856961382258,Curicó Unido,-0.3366624556974904,21-25,51-60,-0.8748238837290031,-0.9631082252713568
21 F. Medina,-0.6741284116973434,-1.0415069246430224,Club Alianza Lima,-0.3188077125130607,21-25,51-60,-0.4739134618289976,-0.873057293758268
22 D. Esapa Osong,-1.5362551225797452,-1.0415069246430224,Nottingham Forest,-0.3079673327225141,15-20,51-60,-0.33507252002195426,-1.3683374170802556
21 A. Norén,-0.458596733976743,-0.7926281531478189,Falkenbergs FF,-0.3047789857252945,21-25,51-60,-0.30113553636161294,-0.6546837848390281
22 T. Rask,-0.458596733976743,-0.7926281531478189,IFK Norrköping,-0.3047789857252945,21-25,51-60,-0.30113553636161294,-0.6546837848390281
A. Siddiq,-0.6741284116973434,-1.2903856961382258,Al Ittihad,-0.3226337289097242,21-25,51-60,-0.535062698500844,-0.9631082252713568
20 M. Aflaz,-1.1051917671385443,-1.4148250818858277,KFC Uerdingen 05,-0.3366624556974904,15-20,51-60,-0.8748238837290031,-1.2422661129619315
21 K. Kurt,-0.458596733976743,-0.9170675388954206,Denizlispor,-0.3111556797197337,21-25,51-60,-0.37172724606153235,-0.7019605238833997
22 E. Johnson,-1.1051917671385443,-1.663703853381031,Exeter City,-0.33793779449637823,15-20,51-60,-0.9230722825322871,-1.3233119513237113
22 A. Donnelly,-1.1051917671385443,-1.4148250818858277,Nottingham Forest,-0.3251844065074999,15-20,51-60,-0.5808947953864223,-1.2422661129619315
22 P. Awuku,-0.458596733976743,-0.4193099959050136,Yeni Malatyaspor,-0.2888372507391966,21-25,61-70,-0.16128908032288844,-0.5128535677059135
20 K. Moncrieffe,-1.1051917671385443,-1.4148250818858277,Salford City,-0.3366624556974904,15-20,51-60,-0.8748238837290031,-1.2422661129619315
W. Faríñez,0.1879982991850584,1.1984020188138091,Racing Club de Lens,0.12245951190213057,21-25,71-80,0.7787592850812317,0.5947728899050768
21 I. Moisa,-1.1051917671385443,-1.5392644676334295,CSM Politehnica Iași,-0.33028576170305124,15-20,51-60,-0.6891462834032352,-1.2827890321428215
E. Brienza,-0.6741284116973434,-1.4148250818858277,Vancouver Whitecaps FC,-0.3226337289097242,21-25,51-60,-0.535062698500844,-1.008133691027901
21 W. Simba,-0.889660089417944,-0.9170675388954206,Royal Excel Mouscron,-0.3079673327225141,15-20,51-60,-0.33507252002195426,-0.9541031321200478
Dinpuia,0.40352997690565884,-1.165946310390624,Jamshedpur FC,-0.3315611005019391,26-30,51-60,-0.7207407349547372,-0.31023897180146404
